qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	new_virus	sample
k141_7226	ASA47298.1	99.548	221	1	0	53	715	1	221	6.79E-161	451	221	ASA47298.1 hypothetical protein [Wuhan Mosquito Virus 6] 	77	859	100	3159	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz75
k141_3524	ASA47298.1	99.548	221	1	0	50	712	1	221	6.53E-161	451	221	ASA47298.1 hypothetical protein [Wuhan Mosquito Virus 6] 	77	856	100	7694	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_2750	MF176248.1	99.548	221	1	0	1	221	2325	2105	2.49E-110	403	2432	"MF176248.1 Wuhan Mosquito Virus 6 strain mos172gb65361 segment 1, complete sequence"	100	221	100	678	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz87
k141_2617	ASA47298.1	99.548	221	1	0	46	708	1	221	6.28E-161	451	221	ASA47298.1 hypothetical protein [Wuhan Mosquito Virus 6] 	78	852	100	472	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz37
k141_2032	ASA47298.1	99.548	221	1	0	139	801	1	221	2.12E-160	451	221	ASA47298.1 hypothetical protein [Wuhan Mosquito Virus 6] 	70	945	100	3300	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz86
k141_2306	AGL73185.1	99.545	220	1	0	3	662	2188	2407	3.13E-151	470	2503	AGL73185.1 ORF1 [Ngewotan virus]	99	662	100	24	1265748	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz91
k141_1601	APG75627.1	99.545	220	1	0	3	662	117	336	8.42E-145	422	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	662	100	982	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz89
k141_5055	KX883310.1	99.543	657	3	0	1	657	7873	8529	0	1197	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	657	100	417	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	NO	wz56
k141_3687	KM817659.1	99.543	438	2	0	1	438	8492	8929	0	798	13706	"KM817659.1 Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds"	100	438	99.7717	86	1608134	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Wuhan Mosquito Virus 9	NO	wz81
k141_2670	AHG56127.1	99.543	219	1	0	3	659	643	861	2.68E-133	419	2503	AHG56127.1 ORF1a [Nam Dinh virus]	99	660	100	25	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz118
k141_1423	KM817705.1	99.543	219	1	0	1	219	2152	2370	3.19E-109	399	7604	"KM817705.1 Zhee Mosquito virus strain XC1-8 RNA-dependent RNA polymerase (L) gene, complete cds"	100	219	100	1315	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_10463	KX882832.1	99.543	219	1	0	1	219	663	445	3.19E-109	399	3159	"KX882832.1 Hubei mosquito virus 2 strain mosZJ35453 segment 1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	219	100	306	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz74
k141_980	ATJ04556.1	99.542	437	2	0	1312	2	1158	1594	0	917	2036	ATJ04556.1 non-structural polyprotein [Aphid lethal paralysis virus]	99	1312	100	60	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	NO	wz82
k141_1042	APG77726.1	99.539	217	1	0	197	847	1	217	1.40E-141	405	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	60	1090	100	48	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz40
k141_1636	AB604791.1	99.538	433	2	0	1	433	546	114	0	789	11190	"AB604791.1 Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY"	100	433	100	7	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz80
k141_10175	KM817659.1	99.537	648	3	0	1	648	526	1173	0	1181	13706	"KM817659.1 Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds"	100	648	100	401	1608134	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Wuhan Mosquito Virus 9	NO	wz54
k141_3911	KF771866.1	99.535	215	1	0	1	215	2768	2982	5.22E-107	392	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	215	100	31088	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_1379	ASA47474.1	99.535	430	2	0	1348	59	356	785	0	865	785	ASA47474.1 PB2 [Wuhan Mosquito Virus 6]	96	1350	100	4869	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz84
k141_2081	ASA47312.1	99.534	429	2	0	234	1520	1	429	0	891	943	ASA47312.1 hypothetical protein [Hubei chryso-like virus 1] 	85	1521	100	186	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz80
k141_1771	KX883310.1	99.534	429	2	0	1	429	1982	1554	0	782	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	429	100	13	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	NO	wz8
k141_2688	APG76979.1	99.531	213	1	0	645	7	263	475	2.71E-143	431	1056	"APG76979.1 RNA-dependent RNA polymerase, partial [Zhejiang mosquito virus 3]"	99	647	100	104	1923779	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 3	NO	wz86
k141_5503	ALP32023.1	99.529	425	2	0	1277	3	2609	3033	0	886	5092	ALP32023.1 pp1ab polyprotein [Alphamesonivirus 1]	99	1278	100	62	1312874	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz118
k141_414	APG75628.1	99.528	212	1	0	637	2	46	257	2.81E-155	439	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	638	100	7908	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz76
k141_250	AJG39275.1	99.528	212	1	0	850	215	2232	2443	1.93E-141	445	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	75	852	100	46828	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz106
k141_1120	ASA47292.1	99.527	1058	5	0	3175	2	1	1058	0	2174	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	50	6339	100	1433	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz90
k141_1757	KX884170.1	99.524	210	1	0	1	210	1015	806	3.06E-104	383	1472	"KX884170.1 Wuhan insect virus 23 strain spider96508 RdRp gene, complete cds"	100	210	100	2991	1923727	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 23	NO	wz38
k141_804	KF771866.1	99.522	628	3	0	1	628	20108	19481	0	1144	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	628	100	45	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz92
k141_3722	AMH41168.1	99.522	418	2	0	2	1255	530	947	0	858	2036	AMH41168.1 nonstructural polyprotein [Aphid lethal paralysis virus]	99	1257	100	67	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	NO	wz82
k141_3526	ASA47342.1	99.519	208	1	0	2	625	4018	4225	2.29E-136	427	5092	ASA47342.1 pp1ab polyprotein [Ngewotan virus]	99	626	100	17	1265748	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz93
k141_6085	KX882764.1	99.517	207	1	0	1	207	2160	2366	1.40E-102	377	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	100	207	100	364	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz27
k141_4319	APG79114.1	99.515	206	1	0	620	3	132	337	6.79E-136	419	1461	APG79114.1 RdRp [Hubei reo-like virus 12]	99	620	100	116	1923175	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei reo-like virus 12	NO	wz20
k141_2217	AJG39275.1	99.515	206	1	0	1	618	354	559	7.36E-140	437	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	100	618	100	1394	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz39
k141_8915	APG76979.1	99.513	411	2	0	1296	64	620	1030	0	781	1056	"APG76979.1 RNA-dependent RNA polymerase, partial [Zhejiang mosquito virus 3]"	95	1298	100	784	1923779	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 3	NO	wz76
k141_4221	DQ458789.2	99.513	411	2	0	1	411	12515	12925	0	749	20192	"DQ458789.2 Nam Dinh virus isolate 02VN178, complete genome"	100	411	100	2143	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_1716	KM817659.1	99.511	409	2	0	1	409	11200	10792	0	745	13706	"KM817659.1 Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds"	100	409	100	116	1608134	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Wuhan Mosquito Virus 9	NO	wz78
k141_2782	KM817659.1	99.51	408	2	0	1	408	251	658	0	743	13706	"KM817659.1 Wuhan Mosquito Virus 9 strain JX1-13 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerases genes, complete cds"	100	408	100	77	1608134	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Wuhan Mosquito Virus 9	NO	wz54
k141_2135	ASA47292.1	99.51	204	1	0	613	2	1562	1765	5.84E-136	425	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	99	614	100	56	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz76
k141_1093	AJG39275.1	99.509	2443	12	0	7509	181	1	2443	0	4960	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	97	7585	100	8322	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz37
k141_1014	KX883773.1	99.509	1019	5	0	1	1019	6202	5184	0	1855	9141	"KX883773.1 Hubei virga-like virus 1 strain mosHB236471 hypothetical protein genes, complete cds"	100	1019	100	59	1923324	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 1	NO	wz80
k141_3623	APG78242.1	99.506	405	2	0	87	1301	1	405	0	847	494	APG78242.1 RdRp [Hubei partiti-like virus 56]	93	1303	100	175	1923065	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 56	NO	wz53
k141_486	APG75628.1	99.505	202	1	0	3	608	150	351	3.02E-148	421	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	89	679	100	385	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz81
k141_4005	KF771866.1	99.505	202	1	0	1	202	19890	19689	8.18E-100	368	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	202	100	48765	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_2572	KX882873.1	99.504	807	4	0	1	807	1034	1840	0	1469	3072	"KX882873.1 Hubei mosquito virus 2 strain spider133708 segment 1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	807	100	3479	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz88
k141_5997	APG75628.1	99.502	201	1	0	1	603	53	253	3.66E-147	417	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	100	603	100	425	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz93
k141_2404	AB604791.1	99.502	201	1	0	1	201	7828	7628	2.93E-99	366	11190	"AB604791.1 Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY"	100	201	100	885	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz54
k141_122	APG75628.1	99.502	201	1	0	2	604	52	252	8.23E-147	417	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	604	100	1311	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz89
k141_1107	ASA47293.1	99.501	401	2	0	1204	2	1	401	0	834	785	ASA47293.1 PB2 [Wuhan Mosquito Virus 6] 	98	1227	100	2775	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz84
k141_8032	APG76979.1	99.5	400	2	0	1238	39	209	608	0	803	1056	"APG76979.1 RNA-dependent RNA polymerase, partial [Zhejiang mosquito virus 3]"	88	1632	100	84873	1923779	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 3	NO	wz75
k141_5409	KX883310.1	99.5	600	3	0	1	600	3845	4444	0	1092	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	600	100	18	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	NO	wz20
k141_4369	KX882764.1	99.5	200	1	0	1	200	2041	2240	1.05E-98	364	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	100	200	100	558	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz76
k141_292	AGL73206.1	99.5	200	1	0	6	605	1572	1771	9.88E-117	370	2503	AGL73206.1 ORF1 [Houston virus]	99	606	100	22	1332246	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz85
k141_1248	AJG39136.1	99.5	200	1	0	633	34	1886	2085	1.36E-131	413	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	94	635	100	231	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz25
k141_2200	AJG39094.1	99.499	799	4	0	2421	25	1	799	0	1636	799	AJG39094.1 PB1 [Wuhan Mosquito Virus 6]	99	2433	100	5348	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz40
k141_1403	AJG39094.1	99.499	799	4	0	14	2410	1	799	0	1640	799	AJG39094.1 PB1 [Wuhan Mosquito Virus 6]	98	2434	100	2000	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz39
k141_7084	AJG39091.1	99.497	796	4	0	2425	38	1	796	0	1555	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	98	2438	100	5303	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	NO	wz53
k141_5724	AHG56127.1	99.497	199	1	0	599	3	932	1130	2.72E-132	415	2503	AHG56127.1 ORF1a [Nam Dinh virus]	99	601	100	14	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz93
k141_2991	AJG39091.1	99.497	796	4	0	20	2407	1	796	0	1555	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	98	2449	100	6850	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	NO	wz77
k141_289	AJG39091.1	99.497	796	4	0	19	2406	1	796	0	1555	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	98	2446	100	6587	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	NO	wz71
k141_2689	AJG39091.1	99.497	796	4	0	9	2396	1	796	0	1555	796	AJG39091.1 PB1 [Wuhan Mosquito Virus 3]	98	2433	100	2428	1608128	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 3	NO	wz88
k141_1260	ARR29101.1	99.497	199	1	0	598	2	138	336	2.42E-128	378	573	"ARR29101.1 polyprotein, partial [Japanese encephalitis virus]"	99	600	100	31	11072	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Flavivirus	Japanese encephalitis virus	NO	wz56
k141_4518	KX883310.1	99.492	985	5	0	1	985	5084	6068	0	1792	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	100	985	100	196	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	NO	wz18
k141_367	AHA43392.1	99.492	197	1	0	3	593	4592	4788	1.59E-135	424	5092	AHA43392.1 pp1ab polyprotein [Nam Dinh virus]	99	594	100	32	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz89
k141_1853	ASA47322.1	99.492	197	1	0	593	3	1616	1812	5.96E-131	410	2079	ASA47322.1 RdRp [Culex mononega-like virus 2]	99	596	100	46	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz39
k141_1605	AJG39243.1	99.492	197	1	0	1	591	1418	1614	1.91E-125	395	2243	AJG39243.1 RNA-dependent RNA polymerase [Qingnian Mosquito Virus]	99	592	100	38	1608059	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Qingnian Mosquito Virus	NO	wz38
k141_114	APG75844.1	99.492	197	1	0	591	1	334	530	2.86E-105	320	627	APG75844.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	592	100	910	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz82
k141_1092	AJG39093.1	99.492	787	4	0	2406	46	1	787	0	1609	787	AJG39093.1 PB1 [Wuhan Mosquito Virus 5]	97	2429	100	9593	1608130	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 5	NO	wz79
k141_3601	AB604791.1	99.491	393	2	0	1	393	1036	1428	0	715	11190	"AB604791.1 Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY"	100	393	100	731	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz81
k141_2818	AB604791.1	99.491	393	2	0	1	393	8505	8113	0	715	11190	"AB604791.1 Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY"	100	393	100	6	936308	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Culex tritaeniorhynchus rhabdovirus	NO	wz56
k141_1552	AHG56127.1	99.491	393	2	0	1180	2	828	1220	0	778	2503	AHG56127.1 ORF1a [Nam Dinh virus]	99	1181	100	141078	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_5925	ALP32023.1	99.49	196	1	0	3	590	4357	4552	4.42E-134	420	5092	ALP32023.1 pp1ab polyprotein [Alphamesonivirus 1]	99	592	100	48	1312874	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz112
k141_476	APG75628.1	99.49	196	1	0	590	3	31	226	6.74E-142	404	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	590	100	1010	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz92
k141_2732	ASA47343.1	99.49	196	1	0	589	2	204	399	5.80E-118	374	2503	ASA47343.1 pp1a polyprotein [Ngewotan virus]	99	590	100	150003	1265748	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz88
k141_3711	APX56316.1	99.488	391	2	0	3	1175	1460	1850	0	726	3357	APX56316.1 polyprotein [Mosquito flavivirus]	99	1177	100	107	673515	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Flavivirus	Quang Binh virus	NO	wz63
k141_53	APG75844.1	99.485	194	1	0	2	583	320	513	3.32E-111	335	627	APG75844.1 hypothetical protein 1 [Hubei mosquito virus 2]	99	584	100	4613	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz75
k141_6567	KF771866.1	99.484	581	3	0	1	581	19495	20075	0	1057	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	581	100	81	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz118
k141_1685	APG78242.1	99.482	386	2	0	1159	2	1	386	0	805	494	APG78242.1 RdRp [Hubei partiti-like virus 56]	95	1224	100	149	1923065	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 56	NO	wz6
k141_673	ASA47330.1	99.479	192	1	0	576	1	41	232	2.11E-124	372	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	99	577	100	782	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz86
k141_753	KF771866.1	99.478	383	2	0	1	383	7755	8137	0	697	20128	"KF771866.1 Nam Dinh virus isolate NDiV-NJ8-09, complete genome"	100	383	100	6	325676	Viruses	Unassigned	Unassigned	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	NO	wz90
k141_901	APG79115.1	99.476	191	1	0	574	2	551	741	1.40E-130	400	1212	APG79115.1 RdRp [Hubei reo-like virus 7]	99	575	100	32	1923182	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei reo-like virus 7	NO	wz85
k141_4251	APG75628.1	99.476	191	1	0	2	574	99	289	1.61E-141	403	351	APG75628.1 RdRp [Hubei mosquito virus 2] 	99	574	100	394	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz19
k141_4037	KX883310.1	99.474	190	1	0	490	679	1	190	1.44E-92	346	8729	"KX883310.1 Beihai picorna-like virus 77 strain BHBei75652 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	28	679	100	87	1922624	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Beihai picorna-like virus 77	NO	wz20
k141_3465	KX883460.1	99.474	380	2	0	1	380	1873	1494	0	691	2012	"KX883460.1 Hubei mosquito virus 3 strain 3mos6141 RNA-dependent RNA polymerase and hypothetical protein genes, complete cds"	100	380	100	56	1922927	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 3	NO	wz82
k141_5783	AJG39136.1	99.473	569	3	0	3	1709	299	867	0	1185	2085	"AJG39136.1 RNA-dependent RNA polymerase, partial [Shuangao Insect Virus 6]"	99	1711	99.7078	395	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz53
k141_766	ASA47415.1	99.471	189	1	0	2	568	137	325	4.01E-132	394	799	ASA47415.1 PB1 [Wuhan Mosquito Virus 6]	99	568	100	285	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	NO	wz84
k141_331	APG76979.1	99.471	189	1	0	568	2	341	529	9.96E-127	386	1056	"APG76979.1 RNA-dependent RNA polymerase, partial [Zhejiang mosquito virus 3]"	99	569	100	281	1923779	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 3	NO	wz85
