qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	sample
k141_6090	KX883297.1	94.175	206	12	0	1	206	2928	3133	1.11E-83	315	9539	"KX883297.1 Hubei arthropod virus 1 strain arthropodmix4509 hypothetical protein gene, complete cds"	100	206	100	365	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km58
k141_4529	APG77458.1	94.175	103	6	0	117	425	1	103	4.90E-51	179	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	72	427	100	6	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km50
k141_1268	YP_006200965.1	94.167	120	7	0	362	3	1245	1364	5.91E-77	252	2138	YP_006200965.1 L protein [Obodhiang virus] 	99	362	100	10	380160	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Obodhiang ephemerovirus	km43
k141_1637	KM817661.1	94.159	12738	727	8	1	12730	12754	26	0	19398	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	12730	100	2349	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km48
k141_1667	KX883915.1	94.143	461	27	0	1	461	6924	6464	0	702	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	100	461	78.7419	30	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km57
k141_1259	KM817661.1	94.133	750	44	0	6	755	11177	11926	0	1142	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	99	755	100	36	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km50
k141_701	APG77726.1	94.118	153	9	0	477	19	65	217	1.14E-80	242	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	96	477	100	26	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km32
k141_5349	AJG39251.1	94.118	153	9	0	3	461	581	733	2.53E-94	304	2050	AJG39251.1 RNA-dependent RNA polymerase [Shuangao Insect Virus 3]	99	461	100	27	1608077	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Shuangao Insect Virus 3	km24
k141_2671	ATI98940.1	94.118	119	7	0	359	3	214	332	1.04E-70	234	2007	ATI98940.1 nonstructural polyprotein [Big Sioux River virus]	98	364	100	17	1041883	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Unassigned	Big Sioux River virus	km103
k141_2332	AJG39095.1	94.118	102	6	0	2	307	556	657	1.64E-62	207	766	AJG39095.1 PB1 [Wuhan Mosquito Virus 7]	99	309	99.3528	121	1608132	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 7	km51
k141_3569	APG77727.1	94.079	1216	72	0	3972	325	1	1216	0	2330	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	72	5046	100	33999	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km48
k141_875	KM817661.1	94.071	1012	60	0	1	1012	6038	5027	0	1537	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	1012	100	97	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km23
k141_5600	KX883915.1	94.066	455	27	0	1	455	7071	7525	0	691	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	100	455	100	30	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km47
k141_340	KX883703.1	94.063	539	32	0	1	539	6093	5555	0	819	9496	"KX883703.1 Hubei arthropod virus 1 strain SXSSP2046 hypothetical protein gene, complete cds"	100	539	100	479	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km58
k141_5289	KM817661.1	94.053	1732	102	1	3	1733	1049	2780	0	2627	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	99	1733	100	66	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km50
k141_1540	KX883915.1	94.048	420	25	0	1	420	709	1128	1.27E-180	638	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	100	420	100	14	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km34
k141_906	ALM62220.1	94.022	184	11	0	8	559	356	539	7.04E-119	375	1941	ALM62220.1 RNA-dependent RNA polymerase [Soybean leaf-associated negative-stranded RNA virus 1]	98	565	100	22	1719048	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Soybean leaf-associated negative-stranded RNA virus 1	km101
k141_7518	KM817661.1	94.022	552	33	0	1	552	5028	5579	0	837	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	552	100	21	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km50
k141_885	KX882765.1	94.015	518	31	0	8	525	1597	1080	0	785	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	98	527	100	267	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km49
k141_9052	APF29060.1	94.012	167	10	0	1	501	103	269	2.47E-98	316	2032	APF29060.1 L protein [Menghai rhabdovirus]	100	501	100	48	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_6032	APG77727.1	94.002	1217	73	0	1187	4837	1	1217	0	2348	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	62	5881	100	9463	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km23
k141_4527	APG77727.1	94.002	1217	73	0	4788	1138	1	1217	0	2348	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	61	6007	100	120693	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km24
k141_4171	KX883297.1	94	200	12	0	1	200	6147	5948	2.33E-80	303	9539	"KX883297.1 Hubei arthropod virus 1 strain arthropodmix4509 hypothetical protein gene, complete cds"	99	201	100	366	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km58
k141_4670	KX883703.1	93.993	283	17	0	1	283	3616	3334	5.43E-118	429	9496	"KX883703.1 Hubei arthropod virus 1 strain SXSSP2046 hypothetical protein gene, complete cds"	100	283	100	500	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km58
k141_4503	KX883799.1	93.993	283	17	0	1	283	3892	3610	5.43E-118	429	4179	"KX883799.1 Hubei macula-like virus 3 strain spider128797 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"	100	283	100	42375	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km23
k141_1208	KT873140.1	93.993	283	16	1	5	286	283	1	2.15E-117	427	9130	"KT873140.1 Goose dicistrovirus isolate UW1, complete genome"	92	308	100	14	1776109	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Unassigned	Goose dicistrovirus	km68
k141_9088	APF29060.1	93.985	133	8	0	1	399	105	237	4.92E-76	250	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	401	39.9002	4	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km24
k141_562	ASA47312.1	93.985	133	8	0	3	401	516	648	1.05E-83	268	943	ASA47312.1 hypothetical protein [Hubei chryso-like virus 1] 	99	402	100	13	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	km48
k141_6647	KX883688.1	93.978	631	34	3	2	629	8772	8143	0	952	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	99	629	100	31	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km102
k141_8275	KM817661.1	93.939	759	46	0	1	759	5014	5772	0	1147	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	759	100	36	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km47
k141_6541	ASA47351.1	93.939	198	12	0	595	2	1	198	1.52E-127	389	943	ASA47351.1 hypothetical protein [Hubei chryso-like virus 1]	77	776	100	34	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	km48
k141_2214	KX883688.1	93.932	412	25	0	1	412	2260	2671	3.49E-176	623	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	412	100	27	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km102
k141_2791	ADR79388.1	93.913	115	7	0	1	345	93	207	2.40E-67	211	352	"ADR79388.1 polyprotein, partial [Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009]"	99	347	100	344	931917	Viruses	Unassigned	Unassigned	Picornavirales	Picornaviridae	Unassigned	Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009	km58
k141_1326	APG77458.1	93.913	115	7	0	347	3	1	115	6.16E-58	201	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	61	568	100	5791	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km57
k141_1257	APG77458.1	93.913	115	7	0	347	3	1	115	1.34E-57	201	2823	APG77458.1 hypothetical protein [Hubei arthropod virus 1]	54	644	100	6377	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km58
k141_8485	KX883688.1	93.91	624	38	0	1	624	8129	8752	0	942	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	624	100	1550	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km24
k141_465	APF29060.1	93.91	312	19	0	2	937	1693	2004	0	587	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	937	100	2536	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_3962	KM817697.1	93.91	312	19	0	1	312	4610	4921	1.01E-130	472	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	98	317	100	19	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	km103
k141_907	APG77727.1	93.897	1229	75	0	1187	4873	1	1229	0	2370	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	62	5941	100	6930	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km58
k141_1443	AJG39251.1	93.893	131	8	0	393	1	563	693	4.91E-82	267	2050	AJG39251.1 RNA-dependent RNA polymerase [Shuangao Insect Virus 3]	100	393	100	24	1608077	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Shuangao Insect Virus 3	km64
k141_743	YP_009337062.1	93.891	311	19	0	933	1	239	549	0	615	2741	YP_009337062.1 hypothetical protein [Hubei picorna-like virus 61] 	100	933	100	20	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km33
k141_5378	KX785335.1	93.878	343	21	0	1	343	10736	10394	1.39E-144	518	10744	"KX785335.1 Menghai rhabdovirus isolate Menghai, complete genome"	100	343	100	2262	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_2712	MF041810.1	93.871	310	19	0	3	312	1678	1369	1.29E-129	468	11900	"MF041810.1 Myrmica scabrinodis virus 1 isolate Cambridge-Msc, complete genome"	99	313	100	13	2018502	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Myrmica scabrinodis virus 1	km31
k141_10810	APF29060.1	93.868	212	13	0	638	3	1	212	1.50E-106	350	2032	APF29060.1 L protein [Menghai rhabdovirus]	55	1163	100	210	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_9945	KX883688.1	93.864	880	54	0	1	880	2567	3446	0	1327	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	880	100	2747	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km24
k141_7389	KX883799.1	93.863	277	17	0	1	277	3092	2816	1.15E-114	418	4179	"KX883799.1 Hubei macula-like virus 3 strain spider128797 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"	100	277	100	149	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km58
k141_4618	KX882765.1	93.849	569	35	0	3	571	1029	1597	0	857	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	571	100	113	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km51
k141_2249	APG77725.1	93.846	130	8	0	3	392	689	818	1.14E-81	263	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	392	100	385	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km57
k141_5502	KX883297.1	93.841	958	55	4	1	956	3012	3967	0	1439	9539	"KX883297.1 Hubei arthropod virus 1 strain arthropodmix4509 hypothetical protein gene, complete cds"	99	958	100	88	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km36
k141_10574	KX882830.1	93.841	617	38	0	1	617	694	1310	0	929	2841	"KX882830.1 Wenzhou sobemo-like virus 3 strain mosZJ35256 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	617	100	34	1923659	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wenzhou sobemo-like virus 3	km47
k141_965	KM817661.1	93.838	3132	192	1	1	3131	408	3539	0	4715	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	3131	100	361	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	km23
k141_8768	APG77727.1	93.837	1217	75	0	3972	322	1	1217	0	2314	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	71	5166	100	22780	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km48
k141_112	KX883297.1	93.834	746	46	0	1	746	3759	3014	0	1123	9539	"KX883297.1 Hubei arthropod virus 1 strain arthropodmix4509 hypothetical protein gene, complete cds"	99	748	100	73	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km119
k141_6774	APF29060.1	93.827	405	25	0	1333	119	1628	2032	0	730	2032	APF29060.1 L protein [Menghai rhabdovirus]	91	1334	100	4335	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km24
k141_4844	KX883297.1	93.817	2329	144	0	1	2329	2408	4736	0	3504	9539	"KX883297.1 Hubei arthropod virus 1 strain arthropodmix4509 hypothetical protein gene, complete cds"	100	2329	100	399	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km97
k141_14556	KX883799.1	93.81	210	13	0	1	210	3457	3666	3.15E-84	316	4179	"KX883799.1 Hubei macula-like virus 3 strain spider128797 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"	100	210	100	3761	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km23
k141_203	KX883688.1	93.808	646	40	0	1	646	2002	2647	0	972	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	646	100	5403	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km23
k141_6087	KX883915.1	93.807	872	54	0	1	872	3307	4178	0	1312	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	100	872	100	171	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km24
k141_6582	APF29058.1	93.798	258	16	0	1	774	186	443	4.71E-168	477	443	APF29058.1 G protein [Menghai rhabdovirus]	97	801	99.2509	243	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km47
k141_5226	KX883915.1	93.772	851	53	0	2	852	3334	4184	0	1279	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	99	858	100	124	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km47
k141_5012	APG77727.1	93.755	1217	76	0	4784	1134	1	1217	0	2307	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	61	6013	99.7505	41731	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km23
k141_1833	KX883915.1	93.75	416	26	0	3	418	6297	5882	9.86E-177	625	8681	"KX883915.1 Hubei picorna-like virus 61 strain mosHB235903 hypothetical protein gene, complete cds"	99	418	100	8	1923144	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 61	km101
k141_2040	KX883688.1	93.738	527	33	0	1	527	8769	8243	0	791	11081	"KX883688.1 Hubei picorna-like virus 82 strain spider133992 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	99	529	100	20	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km34
k141_1498	KX883285.1	93.734	383	24	0	1	383	8299	8681	9.19E-162	575	9495	"KX883285.1 Zhejiang mosquito virus 1 strain 3mos6204 hypothetical protein gene, complete cds"	100	383	96.3446	9	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	km5
k141_3820	KX883799.1	93.728	287	18	0	1	287	1476	1762	1.53E-118	431	4179	"KX883799.1 Hubei macula-like virus 3 strain spider128797 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"	100	287	100	453	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km58
k141_12647	KX882765.1	93.728	574	36	0	1	574	1597	1024	0	861	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	574	100	65	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km23
k141_3495	KX883799.1	93.711	477	30	0	1	477	4146	3670	0	715	4179	"KX883799.1 Hubei macula-like virus 3 strain spider128797 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds"	100	477	100	2758	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km57
k141_402	APG76945.1	93.706	143	9	0	1	429	97	239	5.06E-88	281	1045	APG76945.1 RdRp [Hubei permutotetra-like virus 1]	100	429	100	18	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km108
k141_2249	AMH41168.1	93.706	143	9	0	1	429	22	164	4.40E-111	278	2036	AMH41168.1 nonstructural polyprotein [Aphid lethal paralysis virus]	100	662	99.8489	58	209529	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	km31
k141_500	KX883772.1	93.703	397	25	0	6	402	10178	9782	7.41E-168	595	10650	"KX883772.1 Hubei virga-like virus 2 strain mosHB235832 RdRp and putative coat protein genes, complete cds"	99	402	100	73	1923335	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 2	km42
